timestamp,R_joint_0_x,R_joint_0_y,R_joint_0_z,R_joint_1_x,R_joint_1_y,R_joint_1_z,R_joint_2_x,R_joint_2_y,R_joint_2_z,R_joint_3_x,R_joint_3_y,R_joint_3_z,R_joint_4_x,R_joint_4_y,R_joint_4_z,R_joint_5_x,R_joint_5_y,R_joint_5_z,R_joint_6_x,R_joint_6_y,R_joint_6_z,R_joint_7_x,R_joint_7_y,R_joint_7_z,R_joint_8_x,R_joint_8_y,R_joint_8_z,R_joint_9_x,R_joint_9_y,R_joint_9_z,R_joint_10_x,R_joint_10_y,R_joint_10_z,R_joint_11_x,R_joint_11_y,R_joint_11_z,R_joint_12_x,R_joint_12_y,R_joint_12_z,R_joint_13_x,R_joint_13_y,R_joint_13_z,R_joint_14_x,R_joint_14_y,R_joint_14_z,R_joint_15_x,R_joint_15_y,R_joint_15_z,R_joint_16_x,R_joint_16_y,R_joint_16_z,R_joint_17_x,R_joint_17_y,R_joint_17_z,R_joint_18_x,R_joint_18_y,R_joint_18_z,R_joint_19_x,R_joint_19_y,R_joint_19_z,R_joint_20_x,R_joint_20_y,R_joint_20_z,L_joint_0_x,L_joint_0_y,L_joint_0_z,L_joint_1_x,L_joint_1_y,L_joint_1_z,L_joint_2_x,L_joint_2_y,L_joint_2_z,L_joint_3_x,L_joint_3_y,L_joint_3_z,L_joint_4_x,L_joint_4_y,L_joint_4_z,L_joint_5_x,L_joint_5_y,L_joint_5_z,L_joint_6_x,L_joint_6_y,L_joint_6_z,L_joint_7_x,L_joint_7_y,L_joint_7_z,L_joint_8_x,L_joint_8_y,L_joint_8_z,L_joint_9_x,L_joint_9_y,L_joint_9_z,L_joint_10_x,L_joint_10_y,L_joint_10_z,L_joint_11_x,L_joint_11_y,L_joint_11_z,L_joint_12_x,L_joint_12_y,L_joint_12_z,L_joint_13_x,L_joint_13_y,L_joint_13_z,L_joint_14_x,L_joint_14_y,L_joint_14_z,L_joint_15_x,L_joint_15_y,L_joint_15_z,L_joint_16_x,L_joint_16_y,L_joint_16_z,L_joint_17_x,L_joint_17_y,L_joint_17_z,L_joint_18_x,L_joint_18_y,L_joint_18_z,L_joint_19_x,L_joint_19_y,L_joint_19_z,L_joint_20_x,L_joint_20_y,L_joint_20_z
1783390762.164259,0.7548460960388184,0.8955923914909363,1.5643709616597334e-07,0.7875913977622986,0.7706449031829834,0.03750342130661011,0.7779192924499512,0.6693794131278992,0.04541730508208275,0.7465331554412842,0.613451361656189,0.04500821977853775,0.7068508863449097,0.6006386280059814,0.04463442414999008,0.7820510268211365,0.6064507365226746,0.011294599622488022,0.7510085701942444,0.4931086003780365,0.0036569859366863966,0.742557168006897,0.5217205286026001,-0.0005024204147048295,0.7466006278991699,0.5650319457054138,-0.0010382094187662005,0.7420770525932312,0.6125933527946472,-0.011728174053132534,0.7157847285270691,0.44734275341033936,-0.020760172978043556,0.7005822658538818,0.35795941948890686,-0.02484949305653572,0.6905350089073181,0.29259541630744934,-0.028374260291457176,0.7019050121307373,0.639424204826355,-0.02959584631025791,0.674440324306488,0.5095967054367065,-0.02985621616244316,0.6820213198661804,0.5453734397888184,-0.0148015720769763,0.6900486946105957,0.5819832682609558,-0.0036676935851573944,0.6715432405471802,0.6834256649017334,-0.044454943388700485,0.6569338440895081,0.5887446999549866,-0.033366747200489044,0.6677111983299255,0.6148932576179504,-0.00948991160839796,0.6783090233802795,0.6486411094665527,0.00785356480628252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1783390762.3054779,0.7562482953071594,0.89422607421875,1.6602113817043573e-07,0.7889167070388794,0.7666051387786865,0.039103664457798004,0.7799076437950134,0.6680492162704468,0.04660210385918617,0.7507153749465942,0.614812970161438,0.045426178723573685,0.7123280167579651,0.602653980255127,0.04419715702533722,0.784816563129425,0.6062730550765991,0.010756130330264568,0.7546228766441345,0.4948345422744751,0.0025874467100948095,0.746354341506958,0.524320125579834,-0.0022219994571059942,0.7511122226715088,0.5677655339241028,-0.003032165579497814,0.7447558045387268,0.6126654744148254,-0.013237079605460167,0.7191410660743713,0.44602733850479126,-0.022671500220894814,0.7039499282836914,0.3552199900150299,-0.027281247079372406,0.6944504380226135,0.28857168555259705,-0.031193602830171585,0.7043094038963318,0.6393275856971741,-0.03167141228914261,0.6790474653244019,0.5082336664199829,-0.03140079602599144,0.6855731010437012,0.5451271533966064,-0.015809090808033943,0.6928141117095947,0.5829349160194397,-0.004387006163597107,0.6745573282241821,0.6824632287025452,-0.04698806256055832,0.6600682139396667,0.5862104296684265,-0.034449830651283264,0.6705070734024048,0.612454354763031,-0.00915011577308178,0.6807639002799988,0.6469083428382874,0.009052721783518791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1783390762.466395,0.7608907222747803,0.8909657597541809,1.517405081585821e-07,0.7930416464805603,0.7639335989952087,0.038510389626026154,0.7840073108673096,0.6639196276664734,0.046038053929805756,0.7550086379051208,0.6103950142860413,0.04508773237466812,0.7170737385749817,0.6000018119812012,0.04403890669345856,0.7877576351165771,0.6020607352256775,0.010298293083906174,0.7575432658195496,0.4932540953159332,0.002506705466657877,0.7493404150009155,0.5222669243812561,-0.001762200379744172,0.7537786364555359,0.5644026398658752,-0.0023162346333265305,0.7479763627052307,0.6096633076667786,-0.013488301075994968,0.7221928238868713,0.4444502592086792,-0.022180097177624702,0.7070222496986389,0.35540810227394104,-0.025758860632777214,0.6972883343696594,0.2909521758556366,-0.02900199592113495,0.7078182101249695,0.6377965807914734,-0.03185759857296944,0.6814224123954773,0.5084596276283264,-0.03150927647948265,0.6887897253036499,0.5459998250007629,-0.015628326684236526,0.697128176689148,0.5838139653205872,-0.00406128354370594,0.6777210831642151,0.6824945211410522,-0.04718755558133125,0.6617621779441833,0.5873780846595764,-0.03544884920120239,0.6724290251731873,0.6131194829940796,-0.010686400346457958,0.6832962036132812,0.6469236612319946,0.007219123188406229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1783390762.626654,0.7607382535934448,0.8896181583404541,1.6041764183682972e-07,0.7945964336395264,0.7620342969894409,0.04045625030994415,0.7856347560882568,0.6632195711135864,0.04884087294340134,0.7582723498344421,0.6063446998596191,0.048542581498622894,0.720453679561615,0.5947092175483704,0.04843373969197273,0.7905475497245789,0.5984529256820679,0.011717208661139011,0.7593443989753723,0.4891386032104492,0.004534111823886633,0.7505919337272644,0.5182636380195618,0.0011161011643707752,0.7546708583831787,0.5614557266235352,0.001400562236085534,0.7504266500473022,0.6053606867790222,-0.012527376413345337,0.7245915532112122,0.43974947929382324,-0.021539313718676567,0.7089821100234985,0.3495601713657379,-0.024617407470941544,0.6992353200912476,0.28571218252182007,-0.026995889842510223,0.7096856236457825,0.6327221989631653,-0.03105417639017105,0.6821476817131042,0.5053883790969849,-0.029973413795232773,0.6884278655052185,0.5407227277755737,-0.012818927876651287,0.6967436075210571,0.5778473615646362,-0.000166577025083825,0.6791885495185852,0.6775830388069153,-0.04642253369092941,0.662338137626648,0.5816771984100342,-0.032885484397411346,0.6723532676696777,0.6077418923377991,-0.006246656179428101,0.683531641960144,0.642214298248291,0.01313920971006155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1783390762.783861,0.761793315410614,0.8923999667167664,1.4127351732895477e-07,0.795798659324646,0.7646421790122986,0.04221346229314804,0.786616325378418,0.6666610240936279,0.05212530493736267,0.7583034634590149,0.6104557514190674,0.053258176892995834,0.7210280299186707,0.5962601900100708,0.05521441996097565,0.7915440201759338,0.6018009185791016,0.014011868275702,0.7618036270141602,0.4886554181575775,0.009291552938520908,0.7537841200828552,0.51743084192276,0.00880145002156496,0.7578204870223999,0.5595460534095764,0.010771196335554123,0.75200355052948,0.607598602771759,-0.010500898584723473,0.7262608408927917,0.44151005148887634,-0.020547853782773018,0.7107171416282654,0.3508630692958832,-0.023830825462937355,0.7000016570091248,0.2853451669216156,-0.026128670200705528,0.7114925384521484,0.6338403224945068,-0.028879882767796516,0.684911847114563,0.5057424306869507,-0.02814764529466629,0.6917504072189331,0.5447365045547485,-0.010449768044054508,0.699463427066803,0.5820993185043335,0.0028494654688984156,0.6809242367744446,0.6785206198692322,-0.0438537672162056,0.6642893552780151,0.5815290212631226,-0.029867123812437057,0.6740192770957947,0.6080372333526611,-0.0030925809405744076,0.6844099760055542,0.6419618129730225,0.016380608081817627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1783390762.947175,0.7615965008735657,0.9000267386436462,1.284339674612056e-07,0.7963489890098572,0.7689117789268494,0.047237321734428406,0.7874068021774292,0.672405481338501,0.059411343187093735,0.7609533071517944,0.612486720085144,0.06197989359498024,0.7248666286468506,0.5953639149665833,0.06560414284467697,0.7933757305145264,0.60554438829422,0.017895348370075226,0.7636328935623169,0.49140116572380066,0.014876114204525948,0.7558203935623169,0.5180110335350037,0.016665494069457054,0.7598171234130859,0.5597257614135742,0.020119601860642433,0.7544721364974976,0.6109374165534973,-0.008721848949790001,0.7293936610221863,0.4437623620033264,-0.019877741113305092,0.714158833026886,0.3523334562778473,-0.022809218615293503,0.7037045359611511,0.2882394790649414,-0.024375908076763153,0.7136697769165039,0.6368590593338013,-0.0285953376442194,0.6863906383514404,0.5083249807357788,-0.027425453066825867,0.6930971145629883,0.5450177788734436,-0.008281879127025604,0.701041579246521,0.5809692740440369,0.006146030966192484,0.68233722448349,0.6823267936706543,-0.044666189700365067,0.6645955443382263,0.5818575620651245,-0.029607897624373436,0.6741165518760681,0.6072229743003845,-0.0018361399415880442,0.6846048831939697,0.6413213014602661,0.018439697101712227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1783390763.184992,0.762916088104248,0.8957297205924988,1.2673241656102618e-07,0.7974327802658081,0.770206868648529,0.03802576661109924,0.7893673777580261,0.6686389446258545,0.045768775045871735,0.7593844532966614,0.6135495901107788,0.044864222407341,0.7207876443862915,0.6025409698486328,0.04393692687153816,0.793592095375061,0.6052908897399902,0.010626157745718956,0.7634658813476562,0.49232131242752075,0.002465980127453804,0.7544825077056885,0.5221185684204102,-0.0015623979270458221,0.7583078145980835,0.5670182704925537,-0.0017896542558446527,0.7543460130691528,0.6108086705207825,-0.01314456481486559,0.7290436625480652,0.44510090351104736,-0.022021187469363213,0.7144734263420105,0.35569193959236145,-0.025108084082603455,0.7049217224121094,0.2906997799873352,-0.027938688173890114,0.714150607585907,0.6370651125907898,-0.031833913177251816,0.6862531900405884,0.5049269199371338,-0.032280731946229935,0.6931570172309875,0.5433644652366638,-0.016423137858510017,0.7013717889785767,0.581045389175415,-0.0045496090315282345,0.6829707026481628,0.6814672946929932,-0.0474947988986969,0.6652855277061462,0.580479085445404,-0.03646857291460037,0.6754978895187378,0.6061844825744629,-0.011867102235555649,0.6869340538978577,0.6413092017173767,0.006103542633354664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1783390763.39427,0.7622458934783936,0.8949952721595764,1.0772058089969505e-07,0.7974326610565186,0.7706851959228516,0.039664577692747116,0.789949893951416,0.6688979864120483,0.04867318645119667,0.7628663182258606,0.6065710186958313,0.049045659601688385,0.7262423634529114,0.5920925736427307,0.04983443021774292,0.7932813763618469,0.6056722402572632,0.010635859332978725,0.7618927359580994,0.4925754964351654,0.003713803132995963,0.7523656487464905,0.5207690000534058,0.0013811115641146898,0.7564595341682434,0.5658092498779297,0.001860633841715753,0.7549501657485962,0.6117705702781677,-0.013507041148841381,0.7268025279045105,0.4480833411216736,-0.02477036602795124,0.7104433178901672,0.35779231786727905,-0.028872735798358917,0.7001150846481323,0.29445943236351013,-0.03217242285609245,0.7148725986480713,0.638468325138092,-0.031971581280231476,0.6859602332115173,0.5074130892753601,-0.032812077552080154,0.6922398805618286,0.5427702069282532,-0.015361279249191284,0.7003163695335388,0.5789731740951538,-0.0024528191424906254,0.683599054813385,0.6832249760627747,-0.04732394590973854,0.664011538028717,0.5846784710884094,-0.03611461818218231,0.6737862825393677,0.6087371706962585,-0.011145818047225475,0.6850818991661072,0.642866849899292,0.007033070549368858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1783390763.548862,0.7647364735603333,0.9014275074005127,9.021934488373518e-08,0.799236536026001,0.7781323790550232,0.040704138576984406,0.7921948432922363,0.6747353672981262,0.051032405346632004,0.7653687000274658,0.6102847456932068,0.053151894360780716,0.7284511923789978,0.5941858291625977,0.055810265243053436,0.7962572574615479,0.6082192063331604,0.013180847279727459,0.763233482837677,0.49306532740592957,0.009855398908257484,0.7540326118469238,0.5215270519256592,0.010629146359860897,0.7583956718444824,0.5659302473068237,0.013397776521742344,0.7562018632888794,0.6149892807006836,-0.010549906641244888,0.726422131061554,0.4488889276981354,-0.018043411895632744,0.7095645666122437,0.3608492612838745,-0.019149217754602432,0.6979907751083374,0.29844433069229126,-0.020063448697328568,0.715620219707489,0.6417954564094543,-0.02852300927042961,0.6873584985733032,0.5088859796524048,-0.02757921814918518,0.6940104961395264,0.5452136993408203,-0.010588862001895905,0.7022470235824585,0.5820968747138977,0.0021369289606809616,0.68410724401474,0.6879138946533203,-0.04307052493095398,0.6664958596229553,0.5865484476089478,-0.03057115338742733,0.6753703355789185,0.6130538582801819,-0.005230745766311884,0.686225950717926,0.6496087908744812,0.013315916061401367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1783390763.715106,0.766448438167572,0.9019149541854858,8.781589855288985e-08,0.8003804683685303,0.7762234210968018,0.039810098707675934,0.7937424778938293,0.6710383296012878,0.04953182116150856,0.7676495909690857,0.6061683297157288,0.05105192959308624,0.7324713468551636,0.5885250568389893,0.053356245160102844,0.795667827129364,0.6064308881759644,0.010930793359875679,0.763049840927124,0.4928431808948517,0.007108794059604406,0.7539445161819458,0.5223283171653748,0.007654519751667976,0.7582154870033264,0.5685448050498962,0.009987878613173962,0.7563084959983826,0.6142505407333374,-0.012426726520061493,0.7268204689025879,0.4529035687446594,-0.020491061732172966,0.7097914218902588,0.36461499333381653,-0.022558266296982765,0.6982381343841553,0.3029637634754181,-0.02483879216015339,0.7156850695610046,0.6412297487258911,-0.02998235635459423,0.6875935196876526,0.5092121958732605,-0.028414925560355186,0.6947644948959351,0.5456783771514893,-0.01088110450655222,0.7030546069145203,0.5831528902053833,0.0014717916492372751,0.6844345927238464,0.6858423948287964,-0.044335924088954926,0.6662671566009521,0.5864662528038025,-0.031684938818216324,0.6762029528617859,0.6115883588790894,-0.006735746283084154,0.6877890825271606,0.6472834944725037,0.01117187924683094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
